Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01 00:00:00-05:00,24.649999618530273,28.389999389648438,21.389999389648438,25.959999084472656,18.033729553222656,570450300
2009-04-01 00:00:00-04:00,25.59000015258789,32.20000076293945,25.5,29.399999618530273,20.509279251098633,492412200
2009-07-01 00:00:00-04:00,29.479999542236328,38.439998626708984,27.889999389648438,37.470001220703125,26.23542594909668,435350700
2009-10-01 00:00:00-04:00,37.5,40.689998626708984,35.099998474121094,36.720001220703125,25.82594108581543,475913100
2010-01-01 00:00:00-05:00,37.0099983215332,37.599998474121094,33.0,37.09000015258789,26.17795181274414,482403400
2010-04-01 00:00:00-04:00,37.15999984741211,37.95000076293945,26.260000228881836,26.700000762939453,18.92270851135254,615751800
2010-07-01 00:00:00-04:00,26.670000076293945,34.119998931884766,26.260000228881836,33.5,23.834070205688477,573731500
2010-10-01 00:00:00-04:00,33.7400016784668,40.20000076293945,33.040000915527344,38.959999084472656,27.891830444335938,433224300
2011-01-01 00:00:00-05:00,39.13999938964844,47.11000061035156,38.45000076293945,40.13999938964844,28.880016326904297,434350100
2011-04-01 00:00:00-04:00,40.31999969482422,45.34000015258789,40.279998779296875,42.459999084472656,30.6760196685791,392406800
2011-07-01 00:00:00-04:00,42.29999923706055,44.2599983215332,32.0,32.88999938964844,23.856225967407227,556057700
2011-10-01 00:00:00-04:00,32.900001525878906,35.34000015258789,30.34000015258789,33.060001373291016,24.125221252441406,538821100
2012-01-01 00:00:00-05:00,33.45000076293945,35.4900016784668,32.31999969482422,33.4900016784668,24.605810165405273,562162900
2012-04-01 00:00:00-04:00,33.560001373291016,36.040000915527344,28.530000686645508,29.579999923706055,21.875179290771484,569278300
2012-07-01 00:00:00-04:00,29.690000534057617,36.900001525878906,29.350000381469727,36.439998626708984,27.134571075439453,524706100
2012-10-01 00:00:00-04:00,36.47999954223633,37.75,31.8799991607666,37.0099983215332,27.772903442382812,406977300
2013-01-01 00:00:00-05:00,37.86000061035156,47.7599983215332,37.060001373291016,47.68000030517578,36.07212448120117,412187000
2013-04-01 00:00:00-04:00,47.400001525878906,51.25,44.040000915527344,44.20000076293945,33.65998840332031,373555300
2013-07-01 00:00:00-04:00,44.970001220703125,56.84000015258789,43.310001373291016,53.79999923706055,41.201473236083984,343505000
2013-10-01 00:00:00-04:00,54.11000061035156,60.93000030517578,54.11000061035156,57.439998626708984,44.2716178894043,347103100
2014-01-01 00:00:00-05:00,57.20000076293945,69.83999633789062,55.27000045776367,66.02999877929688,51.15827941894531,425455400
2014-04-01 00:00:00-04:00,65.61000061035156,76.38999938964844,62.79999923706055,74.12999725341797,57.71183776855469,363262800
2014-07-01 00:00:00-04:00,74.30000305175781,74.37000274658203,57.75,59.27000045776367,46.35847473144531,577864100
2014-10-01 00:00:00-04:00,59.58000183105469,77.9800033569336,58.52000045776367,76.19999694824219,59.92672348022461,356512100
2015-01-01 00:00:00-05:00,76.11000061035156,88.80999755859375,73.0,84.68000030517578,66.93120574951172,305145600
2015-04-01 00:00:00-04:00,84.72000122070312,93.41999816894531,82.52999877929688,84.44000244140625,67.02481842041016,249261600
2015-07-01 00:00:00-04:00,85.08000183105469,97.30000305175781,76.01000213623047,83.0999984741211,66.22032928466797,268939100
2015-10-01 00:00:00-04:00,83.56999969482422,95.73999786376953,78.9000015258789,85.16000366210938,68.12821960449219,311445800
2016-01-01 00:00:00-05:00,83.69999694824219,84.58000183105469,71.5,84.23999786376953,67.6900405883789,281037900
2016-04-01 00:00:00-04:00,84.23999786376953,86.83999633789062,75.73999786376953,83.2699966430664,67.22457122802734,311485700
