Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01 00:00:00-05:00,7.590000152587891,9.09000015258789,5.559999942779541,8.350000381469727,8.350000381469727,68440700
2009-04-01 00:00:00-04:00,8.199999809265137,9.970000267028809,7.519999980926514,9.470000267028809,9.470000267028809,125947400
2009-07-01 00:00:00-04:00,9.5600004196167,12.210000038146973,7.96999979019165,11.210000038146973,11.210000038146973,151363300
2009-10-01 00:00:00-04:00,11.199999809265137,12.569999694824219,7.0,10.050000190734863,10.050000190734863,225381800
2010-01-01 00:00:00-05:00,10.180000305175781,10.819999694824219,8.9399995803833,9.869999885559082,9.869999885559082,141897200
2010-04-01 00:00:00-04:00,9.880000114440918,11.84000015258789,8.979999542236328,9.0,9.0,142849600
2010-07-01 00:00:00-04:00,8.989999771118164,10.829999923706055,7.980000019073486,10.140000343322754,10.140000343322754,127809000
2010-10-01 00:00:00-04:00,10.25,13.619999885559082,9.770000457763672,12.270000457763672,12.270000457763672,103334500
2011-01-01 00:00:00-05:00,12.319999694824219,16.75,12.039999961853027,15.369999885559082,15.369999885559082,111242900
2011-04-01 00:00:00-04:00,15.390000343322754,17.579999923706055,14.260000228881836,15.279999732971191,15.279999732971191,128569500
2011-07-01 00:00:00-04:00,15.359999656677246,15.770000457763672,10.630000114440918,12.720000267028809,12.720000267028809,104691200
2011-10-01 00:00:00-04:00,12.579999923706055,16.270000457763672,11.779999732971191,13.550000190734863,13.550000190734863,135650400
2012-01-01 00:00:00-05:00,13.829999923706055,16.989999771118164,13.779999732971191,15.390000343322754,15.390000343322754,103917300
2012-04-01 00:00:00-04:00,15.34000015258789,15.670000076293945,9.130000114440918,9.460000038146973,9.460000038146973,122632300
2012-07-01 00:00:00-04:00,9.479999542236328,11.359999656677246,7.369999885559082,10.4399995803833,10.4399995803833,136994900
2012-10-01 00:00:00-04:00,10.430000305175781,13.380000114440918,10.010000228881836,11.010000228881836,11.010000228881836,123829400
2013-01-01 00:00:00-05:00,11.220000267028809,16.15999984741211,11.109999656677246,16.149999618530273,16.149999618530273,107789200
2013-04-01 00:00:00-04:00,16.0,17.540000915527344,14.079999923706055,14.970000267028809,14.970000267028809,125626900
2013-07-01 00:00:00-04:00,15.220000267028809,19.25,15.050000190734863,18.170000076293945,18.170000076293945,151870600
2013-10-01 00:00:00-04:00,18.15999984741211,18.59000015258789,15.989999771118164,17.3700008392334,17.3700008392334,178715600
